Schooljaar;Schoolcode;tSchool;Type data;Geslacht;Bouw;Leerjaar;Profiel;Aantal leerlingen;Aantal leerlingen vj;tAantal verhuizers;tAantal afstromers;tAantal overleden;Aantal bevorderd;Aantal geslaagd
19-20;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie EMCM;254;327;1;4;;243;
19-20;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NTNG;391;432;;5;;377;
19-20;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;798;632;;6;;;791
19-20;;SHZG;Benchmark;Man;Bovenbouw;6;Cultuur en Maatschappij;149;124;;6;;;140
19-20;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie EMCM;245;203;;6;;230;
19-20;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NTNG;371;467;;6;;355;
19-20;;SHZG;Benchmark;Man;Bovenbouw;6;Economie en Maatschappij;284;347;;7;;;269
19-20;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Natuur en Techniek;502;505;1;7;;485;
19-20;;SHZG;Benchmark;Man;Bovenbouw;6;Natuur en Techniek;451;635;;7;;;437
19-20;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Economie en Maatschappij;408;488;2;8;;383;
19-20;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NTNG;392;359;1;8;;361;
19-20;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Economie en Maatschappij;502;398;;8;;484;
19-20;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Natuur en Techniek;472;559;1;9;;454;
19-20;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;378;320;;9;;350;
19-20;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie EMCM;278;249;;10;;256;
19-20;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Natuur en Gezondheid;505;545;;10;1;;487
19-20;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie EMCM;213;399;1;11;;193;
19-20;;SHZG;Benchmark;Man;Bovenbouw;5;Natuur en Gezondheid;495;495;1;12;;446;
19-20;;SHZG;Benchmark;Man;Bovenbouw;4;Natuur en Techniek;803;820;3;12;;764;
19-20;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NTNG;797;656;;16;;;771
19-20;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;303;249;1;17;;280;
19-20;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie EMCM;547;444;;17;;;528
19-20;;SHZG;Benchmark;Man;Bovenbouw;6;Natuur en Gezondheid;342;348;;17;;;316
19-20;;SHZG;Benchmark;Man;Bovenbouw;5;Natuur en Techniek;767;932;;18;;707;
19-20;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Natuur en Gezondheid;696;755;2;19;;629;
19-20;;SHZG;Benchmark;Man;Bovenbouw;4;Natuur en Gezondheid;482;410;2;20;;442;
19-20;;SHZG;Benchmark;Man;Bovenbouw;5;Economie en Maatschappij;619;613;1;21;;567;
19-20;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Natuur en Gezondheid;713;646;3;27;;658;
19-20;;SHZG;Benchmark;Man;Bovenbouw;4;Economie en Maatschappij;640;517;3;32;;587;
19-20;;SHZG;Benchmark;Vrouw;Onderbouw;3;;2605;2768;12;76;;2482;
19-20;;SHZG;Benchmark;Vrouw;Onderbouw;1;;2586;2753;10;107;;2417;
19-20;;SHZG;Benchmark;Man;Onderbouw;3;;2655;2800;3;112;;2489;
19-20;;SHZG;Benchmark;Man;Onderbouw;1;;3058;3117;12;147;;2819;
19-20;;SHZG;Benchmark;Vrouw;Onderbouw;2;;2728;2791;14;149;;2503;
19-20;;SHZG;Benchmark;Man;Onderbouw;2;;2989;2968;9;232;1;2643;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NTCM;;1;;;;;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NTEM;1;;;;;1;
20-21;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NGEM;7;5;;;;6;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NGCM;7;11;;;;7;
20-21;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NGCM;4;1;;;;3;
20-21;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NTEM;2;3;;;;2;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NTCM;3;;;;;3;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NGEM;3;;;;;3;
20-21;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NTCM;3;;;;;3;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NTEM;;1;;;;;
20-21;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NGEM;7;12;;;;7;
20-21;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NGCM;6;6;;;;6;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NGCM;6;5;;;;6;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NTEM;4;3;;;;4;
20-21;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NTEM;12;2;;;;12;
20-21;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NTEM;3;4;;0;;;3
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NGCM;11;11;;0;;;11
20-21;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NGCM;3;4;;0;;;3
20-21;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NTCM;1;4;;0;;;1
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NGEM;2;;;0;;;2
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NTCM;2;1;;0;;;2
20-21;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NGEM;5;3;;0;;;5
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NGEM;11;6;;2;;9;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NTNG;306;391;;6;;284;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Natuur en Techniek;357;185;;7;;;339
20-21;;SHZG;Benchmark;Man;Bovenbouw;6;Cultuur en Maatschappij;129;149;;7;;;119
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;347;506;;9;;;331
20-21;;SHZG;Benchmark;Man;Bovenbouw;4;Cultuur en Maatschappij;189;167;1;9;;167;
20-21;;SHZG;Benchmark;Man;Bovenbouw;5;Cultuur en Maatschappij;154;121;;10;;132;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie EMCM;334;245;;10;;308;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Natuur en Techniek;532;502;2;10;;494;
20-21;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NTNG;445;392;;10;;407;
20-21;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie EMCM;189;213;2;11;;170;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NTNG;473;373;;11;;436;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Natuur en Techniek;402;472;;11;;365;
20-21;;SHZG;Benchmark;Man;Bovenbouw;4;Natuur en Gezondheid;457;482;;11;;395;
20-21;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NTNG;294;371;;11;;269;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Economie en Maatschappij;269;171;;11;;;250
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie EMCM;217;254;1;12;;196;
20-21;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie EMCM;313;278;1;12;;286;
20-21;;SHZG;Benchmark;Man;Bovenbouw;6;Natuur en Techniek;568;451;;12;;;543
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Economie en Maatschappij;431;408;;13;;395;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;373;355;;13;;;345
20-21;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie EMCM;372;547;;14;;;349
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Natuur en Gezondheid;684;696;1;15;;611;
20-21;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NTNG;580;797;;16;;;548
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;347;378;;16;;309;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;549;798;;18;;;518
20-21;;SHZG;Benchmark;Man;Bovenbouw;5;Natuur en Techniek;674;767;;19;;580;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;324;303;1;20;;284;
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Economie en Maatschappij;486;502;2;20;;446;
20-21;;SHZG;Benchmark;Man;Bovenbouw;5;Natuur en Gezondheid;519;495;;22;;436;
20-21;;SHZG;Benchmark;Man;Bovenbouw;5;Economie en Maatschappij;565;619;3;23;;494;
20-21;;SHZG;Benchmark;Man;Bovenbouw;6;Economie en Maatschappij;458;284;;26;;;410
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Natuur en Gezondheid;522;505;;27;;;476
20-21;;SHZG;Benchmark;Man;Bovenbouw;6;Natuur en Gezondheid;377;342;;29;;;331
20-21;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Natuur en Gezondheid;677;713;1;30;;601;
20-21;;SHZG;Benchmark;Man;Bovenbouw;4;Natuur en Techniek;848;803;1;31;;750;
20-21;;SHZG;Benchmark;Man;Bovenbouw;4;Economie en Maatschappij;580;640;2;32;;511;
20-21;;SHZG;Benchmark;Vrouw;Onderbouw;3;;2551;2605;13;113;;2347;
20-21;;SHZG;Benchmark;Vrouw;Onderbouw;1;;2639;2586;9;118;;2414;
20-21;;SHZG;Benchmark;Man;Onderbouw;3;;2703;2655;5;151;;2415;
20-21;;SHZG;Benchmark;Man;Onderbouw;1;;2997;3058;14;184;;2653;
20-21;;SHZG;Benchmark;Vrouw;Onderbouw;2;;2514;2728;12;192;;2170;
20-21;;SHZG;Benchmark;Man;Onderbouw;2;;2947;2989;12;279;;2431;
21-22;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NGCM;5;6;;;;4;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NGCM;7;7;;;;7;
21-22;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NTCM;;1;;;;;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NTEM;1;4;;;;1;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NGEM;2;11;;;;2;
21-22;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NTEM;1;2;;;;1;
21-22;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NTCM;4;;;;;3;
21-22;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NGEM;5;7;;;;5;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NTEM;1;1;;;;1;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NGEM;1;3;;;;1;
21-22;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NTCM;2;3;;;;2;
21-22;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NGCM;5;4;;;;4;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NTCM;;3;;;;;
21-22;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NTEM;7;12;;;;7;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NGCM;3;6;;;;3;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NGEM;4;2;;0;;;4
21-22;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NGCM;4;3;;0;;;4
21-22;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NGEM;7;5;;0;;;7
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NTEM;2;;;0;;;2
21-22;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NTEM;2;3;;0;;;2
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NGCM;13;11;;0;;;12
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NTCM;4;2;;0;;;4
21-22;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NGEM;6;7;;2;;4;
21-22;;SHZG;Benchmark;Man;Bovenbouw;5;Cultuur en Maatschappij;144;154;;4;;126;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Natuur en Techniek;120;357;;5;;;111
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Natuur en Techniek;417;532;;6;;399;
21-22;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie EMCM;179;189;1;7;;162;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NTNG;363;473;1;8;;318;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie EMCM;247;334;;8;;219;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Natuur en Techniek;438;402;1;9;;396;
21-22;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NTNG;395;445;1;9;;366;
21-22;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NTNG;252;294;3;10;;220;
21-22;;SHZG;Benchmark;Man;Bovenbouw;6;Natuur en Techniek;305;568;;11;1;;291
21-22;;SHZG;Benchmark;Man;Bovenbouw;6;Cultuur en Maatschappij;133;129;;11;1;;117
21-22;;SHZG;Benchmark;Man;Bovenbouw;4;Cultuur en Maatschappij;193;189;2;12;;170;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Economie en Maatschappij;411;431;1;13;;371;
21-22;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie EMCM;288;313;1;13;;246;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Economie en Maatschappij;118;269;;13;;;102
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie EMCM;188;217;;14;;168;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NTNG;269;306;;17;;244;
21-22;;SHZG;Benchmark;Man;Bovenbouw;6;Economie en Maatschappij;218;458;;18;;;191
21-22;;SHZG;Benchmark;Man;Bovenbouw;4;Natuur en Gezondheid;502;457;1;19;;438;
21-22;;SHZG;Benchmark;Man;Bovenbouw;4;Natuur en Techniek;788;848;2;19;;714;
21-22;;SHZG;Benchmark;Man;Bovenbouw;5;Natuur en Techniek;683;674;1;21;;623;
21-22;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NTNG;805;580;;22;;;768
21-22;;SHZG;Benchmark;Man;Bovenbouw;6;Natuur en Gezondheid;350;377;;22;;;304
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Economie en Maatschappij;475;486;1;23;;434;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;864;549;;24;;;823
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;583;347;;24;;;544
21-22;;SHZG;Benchmark;Man;Bovenbouw;5;Natuur en Gezondheid;475;519;1;25;;403;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;373;347;3;25;;315;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;354;373;;25;;;308
21-22;;SHZG;Benchmark;Man;Bovenbouw;5;Economie en Maatschappij;545;565;1;26;1;469;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;399;324;3;27;1;346;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Natuur en Gezondheid;676;684;2;30;;569;
21-22;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie EMCM;610;372;;31;;;567
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Natuur en Gezondheid;445;522;;32;1;;391
21-22;;SHZG;Benchmark;Man;Bovenbouw;4;Economie en Maatschappij;682;580;1;33;1;602;
21-22;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Natuur en Gezondheid;751;677;3;38;;660;
21-22;;SHZG;Benchmark;Vrouw;Onderbouw;3;;2268;2551;17;102;1;2070;
21-22;;SHZG;Benchmark;Vrouw;Onderbouw;1;;2563;2639;12;138;;2331;
21-22;;SHZG;Benchmark;Man;Onderbouw;3;;2577;2703;9;146;;2297;
21-22;;SHZG;Benchmark;Vrouw;Onderbouw;2;;2588;2514;10;213;;2261;
21-22;;SHZG;Benchmark;Man;Onderbouw;1;;3107;2997;19;252;;2701;
21-22;;SHZG;Benchmark;Man;Onderbouw;2;;2902;2947;12;288;;2448;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NTEM;2;1;;;;1;
22-23;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NTEM;12;7;;;;12;
22-23;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NGCM;7;5;;;;7;
22-23;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NGCM;2;5;;;;2;
22-23;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NGEM;3;5;;;;2;
22-23;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NTCM;2;4;;;;1;
22-23;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NTEM;3;1;;;;3;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NGCM;3;3;;;;2;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NTCM;;4;;;;;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NTEM;1;1;;;;1;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NGEM;4;1;;;;3;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NGCM;7;7;;;;7;
22-23;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NTCM;3;2;;;;3;
22-23;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NGEM;10;6;;;;10;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NTCM;2;;;;;2;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NTEM;1;2;;0;;;1
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NGCM;12;13;;0;;;11
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NGEM;2;4;;0;;;2
22-23;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NTEM;2;2;;0;;;2
22-23;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NTCM;3;;;0;;;3
22-23;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NGEM;4;7;;0;;;4
22-23;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NGCM;6;4;;0;;;6
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NGEM;10;2;;1;;8;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Natuur en Techniek;158;120;;3;;;147
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie EMCM;156;188;1;4;;140;
22-23;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NTNG;353;395;1;6;;327;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NTNG;314;269;2;7;1;290;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Natuur en Techniek;361;438;;8;;336;
22-23;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie EMCM;177;179;;10;1;160;
22-23;;SHZG;Benchmark;Man;Bovenbouw;5;Cultuur en Maatschappij;144;144;;10;;124;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Natuur en Techniek;327;417;1;10;;306;
22-23;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie EMCM;283;288;;10;;239;
22-23;;SHZG;Benchmark;Man;Bovenbouw;6;Natuur en Techniek;318;305;;11;;;298
22-23;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NTNG;322;252;;12;;293;
22-23;;SHZG;Benchmark;Man;Bovenbouw;4;Cultuur en Maatschappij;204;193;2;13;;183;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie EMCM;274;247;1;13;;245;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Economie en Maatschappij;326;411;;14;;294;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NTNG;389;363;;15;1;342;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Economie en Maatschappij;123;118;;16;;;91
22-23;;SHZG;Benchmark;Man;Bovenbouw;5;Natuur en Techniek;703;683;;17;1;646;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Economie en Maatschappij;410;475;3;17;;375;
22-23;;SHZG;Benchmark;Man;Bovenbouw;6;Cultuur en Maatschappij;140;133;;17;;;116
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;361;399;4;18;;321;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;441;373;;18;;389;
22-23;;SHZG;Benchmark;Man;Bovenbouw;5;Natuur en Gezondheid;447;475;1;19;;384;
22-23;;SHZG;Benchmark;Man;Bovenbouw;4;Natuur en Techniek;661;788;2;22;;608;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Natuur en Gezondheid;701;676;;25;;624;
22-23;;SHZG;Benchmark;Man;Bovenbouw;6;Economie en Maatschappij;226;218;;25;;;192
22-23;;SHZG;Benchmark;Man;Bovenbouw;4;Natuur en Gezondheid;462;502;1;26;;402;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;689;864;;26;;;652
22-23;;SHZG;Benchmark;Man;Bovenbouw;5;Economie en Maatschappij;597;545;;27;;524;
22-23;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NTNG;782;805;;28;;;735
22-23;;SHZG;Benchmark;Man;Bovenbouw;4;Economie en Maatschappij;631;682;3;30;;573;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Natuur en Gezondheid;629;751;;33;;563;
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;484;583;;35;;;427
22-23;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie EMCM;518;610;;37;;;456
22-23;;SHZG;Benchmark;Man;Bovenbouw;6;Natuur en Gezondheid;318;350;;44;;;253
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;366;354;;49;;;293
22-23;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Natuur en Gezondheid;442;445;;53;;;356
22-23;;SHZG;Benchmark;Vrouw;Onderbouw;3;;2370;2268;17;124;;2139;
22-23;;SHZG;Benchmark;Vrouw;Onderbouw;1;;2428;2563;11;134;;2217;
22-23;;SHZG;Benchmark;Man;Onderbouw;3;;2598;2577;5;142;;2352;
22-23;;SHZG;Benchmark;Vrouw;Onderbouw;2;;2474;2588;13;179;;2181;
22-23;;SHZG;Benchmark;Man;Onderbouw;1;;3079;3107;15;245;;2685;
22-23;;SHZG;Benchmark;Man;Onderbouw;2;;2901;2902;15;258;;2473;
23-24;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NTCM;;3;;;;;
23-24;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NTCM;1;3;;1;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NTCM;1;;;1;;;
23-24;;SHZG;Benchmark;Onbekend;Bovenbouw;5;Cultuur en Maatschappij;1;;;1;;;
23-24;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NGEM;2;4;;2;;;
23-24;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NTEM;2;3;;2;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NGEM;2;2;;2;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NTEM;2;1;;2;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NTCM;2;;;2;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NTEM;3;1;;3;;;
23-24;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NGCM;3;7;;3;;;
23-24;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NTEM;3;2;;3;;;
23-24;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NTCM;3;2;;3;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NGEM;4;4;;4;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NTEM;4;2;;4;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Profielcombinatie NGCM;5;12;;5;;;
23-24;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NGCM;5;2;;5;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NTCM;5;2;;5;;;
23-24;;SHZG;Benchmark;Man;Bovenbouw;6;Profielcombinatie NGCM;7;6;;7;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;5;Profielcombinatie NGCM;8;3;;8;;;
23-24;;SHZG;Benchmark;Man;Bovenbouw;5;Profielcombinatie NGEM;8;3;;8;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NGCM;11;7;;11;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NGEM;13;10;;13;;;
23-24;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NGEM;13;10;;13;;;
23-24;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie NTEM;21;12;;21;;;
23-24;;SHZG;Benchmark;Man;Bovenbouw;5;Cultuur en Maatschappij;146;144;;146;;;
23-24;;SHZG;Benchmark;Man;Bovenbouw;6;Cultuur en Maatschappij;147;140;;147;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Economie en Maatschappij;158;123;;158;;;
23-24;;SHZG;Benchmark;Man;Bovenbouw;4;Profielcombinatie EMCM;172;177;;172;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie EMCM;180;156;;180;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;6;Natuur en Techniek;187;158;;187;;;
23-24;;SHZG;Benchmark;Vrouw;Bovenbouw;4;Profielcombinatie NTNG;252;314;;252;;;
